datetime,conductivity_uncal,temperature
7/23/2021 18:30,82667.2,27.37
7/23/2021 18:45,82667.2,27.075
7/23/2021 19:00,82667.2,26.683
7/23/2021 19:15,82667.2,26.39
7/23/2021 19:30,82667.2,26
7/23/2021 19:45,82667.2,25.61
7/23/2021 20:00,82667.2,25.319
7/23/2021 20:15,82667.2,24.931
7/23/2021 20:30,82667.2,24.738
7/23/2021 20:45,82667.2,24.448
7/23/2021 21:00,82667.2,24.158
7/23/2021 21:15,82667.2,23.966
7/23/2021 21:30,82667.2,23.773
7/23/2021 21:45,82667.2,23.677
7/23/2021 22:00,82667.2,23.484
7/23/2021 22:15,82667.2,23.388
7/23/2021 22:30,82667.2,23.292
